donor_id,last_donation_date,frequency,monetary,recency,average_donation,donation_frequency_band
100532,2015-12-06,3,139.76,351,46.59,Occasional
100533,2016-05-18,4,112.6,187,28.15,Regular
100534,2016-05-19,4,86.31,186,21.58,Regular
100535,2015-07-04,3,101.22,506,33.74,Occasional
100536,2016-06-24,6,374.88,150,62.48,Regular
100537,2016-10-29,9,470.82,23,52.31,Regular
100538,2016-08-22,6,291.07,91,48.51,Regular
100539,2016-07-13,7,200.11,131,28.59,Regular
100540,2016-11-13,10,347.03,8,34.7,Regular
100541,2016-07-07,8,267.23,137,33.4,Regular
100542,2014-10-03,2,73.26,780,36.63,Occasional
100543,2016-08-18,6,177.92,95,29.65,Regular
100544,2016-04-17,7,178.3,218,25.47,Regular
100545,2016-11-03,4,171.42,18,42.86,Regular
100546,2016-10-07,8,166.99,45,20.87,Regular
100547,2016-03-31,6,159.17,235,26.53,Regular
100548,2016-11-05,7,401.85,16,57.41,Regular
100549,2016-11-04,6,313.07,17,52.18,Regular
100550,2015-10-27,3,157.12,391,52.37,Occasional
100551,2016-08-06,6,198.58,107,33.1,Regular
100552,2016-04-02,6,209.71,233,34.95,Regular
100553,2016-10-31,4,79.17,21,19.79,Regular
100554,2016-06-26,7,218.4,148,31.2,Regular
100555,2016-11-16,3,66.74,5,22.25,Occasional
100556,2016-05-08,10,264.94,197,26.49,Regular
100557,2016-03-14,5,219.23,252,43.85,Regular
100558,2016-10-08,14,556.33,44,39.74,Frequent
100559,2016-10-03,5,155.66,49,31.13,Regular
100560,2014-12-03,3,66.13,719,22.04,Occasional
100561,2016-09-13,7,206.01,69,29.43,Regular
100562,2016-05-18,8,274.28,187,34.28,Regular
100563,2016-09-22,6,201.46,60,33.58,Regular
100564,2016-11-11,9,247.42,10,27.49,Regular
100565,2016-09-30,7,385.48,52,55.07,Regular
100566,2016-07-16,7,337.34,128,48.19,Regular
100567,2016-03-22,6,346.33,244,57.72,Regular
100568,2016-08-13,8,314.98,100,39.37,Regular
100569,2015-12-25,10,368.8,332,36.88,Regular
100570,2016-08-29,9,285.8,84,31.76,Regular
100571,2016-01-17,8,302.58,309,37.82,Regular
100572,2016-04-28,3,337.41,207,112.47,Occasional
100573,2015-12-12,4,148.69,345,37.17,Regular
100574,2016-05-29,4,117.31,176,29.33,Regular
100575,2016-03-11,5,206.59,255,41.32,Regular
100576,2016-09-29,6,347.8,53,57.97,Regular
100577,2016-09-11,6,203.74,71,33.96,Regular
100578,2016-02-17,5,222.91,278,44.58,Regular
100579,2016-11-16,6,242.26,5,40.38,Regular
100580,2015-11-09,5,125.75,378,25.15,Regular
100581,2016-08-02,6,121.98,111,20.33,Regular
100582,2016-08-12,10,444.17,101,44.42,Regular
100583,2016-09-20,6,237.69,62,39.62,Regular
100584,2015-11-07,6,174.93,380,29.16,Regular
100585,2016-08-19,9,243.8,94,27.09,Regular
100586,2016-05-06,6,240.59,199,40.1,Regular
100587,2016-10-24,4,74.99,28,18.75,Regular
100588,2015-12-05,4,147.16,352,36.79,Regular
100589,2016-08-28,8,227.64,85,28.46,Regular
100590,2016-09-16,7,271.52,66,38.79,Regular
100591,2016-07-10,7,172.66,134,24.67,Regular
100592,2016-02-06,6,247.28,289,41.21,Regular
100593,2016-08-18,7,130.04,95,18.58,Regular
100594,2015-09-04,5,173.68,444,34.74,Regular
100595,2016-05-13,6,186.56,192,31.09,Regular
100596,2015-03-09,1,20.41,623,20.41,One-time
100597,2015-11-06,4,80.62,381,20.16,Regular
100598,2016-05-13,6,254.2,192,42.37,Regular
100599,2016-07-25,6,220.19,119,36.7,Regular
100600,2016-07-17,6,408.3,127,68.05,Regular
100601,2016-01-30,8,269.38,296,33.67,Regular
100602,2016-10-15,4,143.73,37,35.93,Regular
100603,2015-11-24,5,156.02,363,31.2,Regular
100604,2016-10-27,6,211.8,25,35.3,Regular
100605,2015-11-30,4,110.01,357,27.5,Regular
100606,2016-08-12,9,459.67,101,51.07,Regular
100607,2016-01-31,4,137.6,295,34.4,Regular
100608,2016-09-14,4,93.74,68,23.44,Regular
100609,2016-06-25,9,296.05,149,32.89,Regular
100610,2016-11-02,8,245.47,19,30.68,Regular
100611,2016-08-28,8,201.08,85,25.14,Regular
100612,2016-09-04,6,233.06,78,38.84,Regular
100613,2015-12-16,6,155.17,341,25.86,Regular
100614,2016-08-22,7,298.19,91,42.6,Regular
100615,2016-10-15,6,160.93,37,26.82,Regular
100616,2016-06-13,4,206.46,161,51.61,Regular
100617,2016-02-28,3,157.58,267,52.53,Occasional
100618,2016-05-27,10,327.65,178,32.76,Regular
100619,2016-08-03,6,194.14,110,32.36,Regular
100620,2015-01-01,2,151.34,690,75.67,Occasional
100621,2016-11-14,13,634.43,7,48.8,Frequent
100622,2016-11-11,7,212.44,10,30.35,Regular
100623,2016-09-17,5,159.44,65,31.89,Regular
100624,2014-12-30,1,23.81,692,23.81,One-time
100625,2016-03-05,5,156.67,261,31.33,Regular
100626,2016-03-12,5,172.4,254,34.48,Regular
100627,2016-04-30,6,96.1,205,16.02,Regular
100628,2016-02-09,3,123.9,286,41.3,Occasional
100629,2015-05-31,8,267.55,540,33.44,Regular
100630,2016-08-07,6,205.09,106,34.18,Regular
100631,2016-05-11,8,338.24,194,42.28,Regular
100632,2016-07-04,2,89.34,140,44.67,Occasional
100633,2016-10-06,4,91.96,46,22.99,Regular
100634,2016-08-26,6,350.08,87,58.35,Regular
100635,2016-02-16,6,184.61,279,30.77,Regular
100636,2016-06-08,11,342.45,166,31.13,Frequent
100637,2016-04-09,6,243.85,226,40.64,Regular
100638,2016-10-19,8,334.37,33,41.8,Regular
100639,2016-09-14,6,296.59,68,49.43,Regular
100640,2015-12-25,6,96.23,332,16.04,Regular
100641,2016-09-29,2,195.17,53,97.58,Occasional
100642,2016-01-08,8,304.9,318,38.11,Regular
100643,2015-08-15,4,222.23,464,55.56,Regular
100644,2016-09-06,10,175.1,76,17.51,Regular
100645,2016-06-09,5,173.01,165,34.6,Regular
100646,2015-11-10,8,450.66,377,56.33,Regular
100647,2015-09-30,4,77.84,418,19.46,Regular
100648,2016-07-01,6,190.4,143,31.73,Regular
100649,2015-12-10,5,246.29,347,49.26,Regular
100650,2016-08-20,5,137.52,93,27.5,Regular
100651,2016-10-09,9,306.97,43,34.11,Regular
100652,2016-09-01,12,441.22,81,36.77,Frequent
100653,2016-05-08,6,156.29,197,26.05,Regular
100654,2016-09-29,8,189.91,53,23.74,Regular
100655,2016-11-05,7,166.12,16,23.73,Regular
100656,2016-03-24,10,225.1,242,22.51,Regular
100657,2016-10-14,10,222.28,38,22.23,Regular
100658,2014-12-21,3,75.35,701,25.12,Occasional
100659,2016-09-30,1,21.08,52,21.08,One-time
100660,2016-05-06,3,68.8,199,22.93,Occasional
100661,2015-11-06,6,213.76,381,35.63,Regular
100662,2016-08-13,7,231.62,100,33.09,Regular
100663,2016-05-29,5,216.06,176,43.21,Regular
100664,2016-10-04,9,314.05,48,34.89,Regular
100665,2016-07-09,4,117.23,135,29.31,Regular
100666,2016-11-07,9,521.28,14,57.92,Regular
100667,2015-02-28,4,119.88,632,29.97,Regular
100668,2016-08-12,6,159.56,101,26.59,Regular
100669,2016-11-03,4,50.85,18,12.71,Regular
100670,2015-06-19,3,293.45,521,97.82,Occasional
100671,2015-01-25,3,113.13,666,37.71,Occasional
100672,2014-12-29,1,41.83,693,41.83,One-time
100673,2016-11-07,7,317.42,14,45.35,Regular
100674,2016-08-28,7,159.31,85,22.76,Regular
100675,2016-10-01,9,611.61,51,67.96,Regular
100676,2016-11-02,6,161.44,19,26.91,Regular
100677,2016-09-19,8,160.03,63,20.0,Regular
100678,2014-10-25,2,14.04,758,7.02,Occasional
100679,2016-03-05,3,89.95,261,29.98,Occasional
100680,2014-01-15,1,21.2,1041,21.2,One-time
100681,2015-12-25,4,234.18,332,58.54,Regular
100682,2016-11-07,4,109.12,14,27.28,Regular
100683,2016-04-05,7,403.16,230,57.59,Regular
100684,2016-07-16,3,137.8,128,45.93,Occasional
100685,2016-07-06,3,181.45,138,60.48,Occasional
100686,2016-06-29,6,125.37,145,20.9,Regular
100687,2016-08-22,6,229.56,91,38.26,Regular
100688,2016-04-25,6,252.51,210,42.08,Regular
100689,2016-09-22,5,172.77,60,34.55,Regular
100690,2016-02-17,10,285.0,278,28.5,Regular
100691,2015-06-22,2,32.79,518,16.4,Occasional
100692,2016-07-13,6,301.89,131,50.32,Regular
100693,2016-07-31,8,216.79,113,27.1,Regular
100694,2015-12-29,5,155.84,328,31.17,Regular
100695,2016-08-16,4,117.53,97,29.38,Regular
100696,2016-09-17,5,100.39,65,20.08,Regular
100697,2016-04-26,4,136.36,209,34.09,Regular
100698,2016-09-13,4,78.63,69,19.66,Regular
100699,2015-09-24,3,65.43,424,21.81,Occasional
100700,2015-03-26,4,167.88,606,41.97,Regular
100701,2016-10-17,6,231.92,35,38.65,Regular
100702,2016-09-07,6,177.28,75,29.55,Regular
100703,2016-09-21,5,160.73,61,32.15,Regular
100704,2016-09-05,5,169.72,77,33.94,Regular
100705,2015-08-03,3,146.39,476,48.8,Occasional
100706,2016-07-14,10,506.7,130,50.67,Regular
100707,2015-02-12,2,64.39,648,32.2,Occasional
100708,2016-01-08,6,382.15,318,63.69,Regular
100709,2016-03-20,3,73.15,246,24.38,Occasional
100710,2015-06-12,4,160.48,528,40.12,Regular
100711,2016-04-17,6,204.46,218,34.08,Regular
100712,2016-11-09,5,117.22,12,23.44,Regular
100713,2016-03-11,6,225.83,255,37.64,Regular
100714,2016-07-23,4,121.27,121,30.32,Regular
100715,2015-10-30,4,126.61,388,31.65,Regular
100716,2016-07-22,7,283.78,122,40.54,Regular
100717,2016-11-01,6,151.79,20,25.3,Regular
100718,2015-04-30,6,193.34,571,32.22,Regular
100719,2016-04-04,5,157.14,231,31.43,Regular
100720,2016-07-27,3,47.98,117,15.99,Occasional
100721,2016-06-22,2,56.42,152,28.21,Occasional
100722,2016-02-24,4,132.22,271,33.06,Regular
100723,2016-10-13,7,162.58,39,23.23,Regular
100724,2016-08-05,6,262.5,108,43.75,Regular
100725,2015-03-22,4,50.84,610,12.71,Regular
100726,2016-07-10,5,239.84,134,47.97,Regular
100727,2015-11-05,5,231.79,382,46.36,Regular
100728,2016-07-26,9,346.77,118,38.53,Regular
100729,2016-09-15,7,320.66,67,45.81,Regular
100730,2016-03-13,4,92.52,253,23.13,Regular
100731,2016-09-15,8,272.33,67,34.04,Regular
100732,2016-11-09,7,273.22,12,39.03,Regular
100733,2016-03-25,4,128.13,241,32.03,Regular
100734,2016-10-16,4,122.68,36,30.67,Regular
100735,2015-05-29,6,174.38,542,29.06,Regular
100736,2016-11-18,10,223.11,3,22.31,Regular
100737,2016-07-31,6,177.26,113,29.54,Regular
100738,2016-02-21,6,151.29,274,25.22,Regular
100739,2016-10-16,8,219.06,36,27.38,Regular
100740,2015-12-13,9,276.32,344,30.7,Regular
100741,2016-01-13,6,152.11,313,25.35,Regular
100742,2016-09-25,6,238.44,57,39.74,Regular
100743,2016-10-21,9,376.06,31,41.78,Regular
100744,2015-08-03,2,57.1,476,28.55,Occasional
100745,2016-04-25,4,68.68,210,17.17,Regular
100746,2016-05-11,7,297.95,194,42.56,Regular
100747,2016-10-02,5,463.61,50,92.72,Regular
100748,2016-11-03,7,159.75,18,22.82,Regular
100749,2016-06-26,3,52.77,148,17.59,Occasional
100750,2016-05-20,3,125.36,185,41.79,Occasional
100751,2016-10-13,5,173.47,39,34.69,Regular
100752,2016-03-24,5,210.14,242,42.03,Regular
100753,2016-10-16,5,260.95,36,52.19,Regular
100754,2015-06-03,4,413.79,537,103.45,Regular
100755,2016-03-12,5,74.14,254,14.83,Regular
100756,2015-09-07,4,132.4,441,33.1,Regular
100757,2016-04-09,8,316.01,226,39.5,Regular
100758,2016-10-05,6,193.1,47,32.18,Regular
100759,2016-07-30,11,476.15,114,43.29,Frequent
100760,2016-02-18,7,205.57,277,29.37,Regular
100761,2016-10-31,4,144.44,21,36.11,Regular
100762,2016-09-08,6,162.17,74,27.03,Regular
100763,2016-06-27,4,95.7,147,23.92,Regular
100764,2016-02-05,5,153.03,290,30.61,Regular
100765,2016-03-18,6,300.79,248,50.13,Regular
100766,2016-09-17,8,410.9,65,51.36,Regular
100767,2016-08-14,3,89.16,99,29.72,Occasional
100768,2016-07-31,8,255.51,113,31.94,Regular
100769,2016-01-19,5,241.29,307,48.26,Regular
100770,2015-01-07,3,98.84,684,32.95,Occasional
100771,2015-02-03,3,101.91,657,33.97,Occasional
100772,2016-10-22,8,349.07,30,43.63,Regular
100773,2016-11-01,4,313.16,20,78.29,Regular
100774,2016-06-05,9,363.92,169,40.44,Regular
100775,2016-10-25,8,385.73,27,48.22,Regular
100776,2015-11-08,4,139.67,379,34.92,Regular
100777,2016-09-15,4,217.01,67,54.25,Regular
100778,2016-07-20,7,132.42,124,18.92,Regular
100779,2016-08-28,8,220.19,85,27.52,Regular
100780,2016-11-18,10,417.79,3,41.78,Regular
100781,2015-11-13,6,181.6,374,30.27,Regular
100782,2016-08-04,5,231.35,109,46.27,Regular
100783,2016-08-03,8,304.01,110,38.0,Regular
100784,2016-07-24,10,690.36,120,69.04,Regular
100785,2015-10-01,3,87.1,417,29.03,Occasional
100786,2016-06-24,8,311.78,150,38.97,Regular
100787,2016-10-17,8,461.33,35,57.67,Regular
100788,2016-02-12,5,175.69,283,35.14,Regular
100789,2016-10-15,6,129.51,37,21.58,Regular
100790,2016-09-04,9,379.56,78,42.17,Regular
100791,2016-04-30,5,166.78,205,33.36,Regular
100792,2016-11-04,10,365.73,17,36.57,Regular
100793,2016-07-06,4,86.69,138,21.67,Regular
100794,2016-01-02,4,312.48,324,78.12,Regular
100795,2016-09-28,11,343.54,54,31.23,Frequent
100796,2016-07-18,3,184.86,126,61.62,Occasional
100797,2016-07-01,8,402.1,143,50.26,Regular
100798,2016-10-11,6,258.98,41,43.16,Regular
100799,2015-10-30,4,97.08,388,24.27,Regular
100800,2016-02-23,4,141.03,272,35.26,Regular
100801,2016-06-22,10,406.82,152,40.68,Regular
100802,2016-06-26,6,171.93,148,28.66,Regular
100803,2016-09-24,4,146.03,58,36.51,Regular
100804,2016-10-26,9,437.26,26,48.58,Regular
100805,2016-05-17,7,291.43,188,41.63,Regular
100806,2016-07-09,4,170.16,135,42.54,Regular
100807,2016-07-17,8,298.05,127,37.26,Regular
100808,2016-09-06,4,98.97,76,24.74,Regular
100809,2016-02-12,5,239.32,283,47.86,Regular
100810,2016-11-13,7,321.67,8,45.95,Regular
100811,2016-11-08,10,373.09,13,37.31,Regular
100812,2016-08-06,8,296.84,107,37.11,Regular
100813,2016-04-16,7,129.29,219,18.47,Regular
100814,2016-08-25,9,423.32,88,47.04,Regular
100815,2016-10-07,7,321.13,45,45.88,Regular
100816,2016-11-04,8,311.97,17,39.0,Regular
100817,2015-08-31,2,74.61,448,37.3,Occasional
100818,2016-10-08,11,610.06,44,55.46,Frequent
100819,2016-07-10,10,318.8,134,31.88,Regular
100820,2016-06-07,4,70.52,167,17.63,Regular
100821,2016-09-30,7,192.05,52,27.44,Regular
100822,2016-05-11,9,442.04,194,49.12,Regular
100823,2016-05-10,9,344.17,195,38.24,Regular
100824,2015-10-07,4,415.87,411,103.97,Regular
100825,2016-11-09,10,438.59,12,43.86,Regular
100826,2016-09-14,5,232.26,68,46.45,Regular
100827,2016-09-10,8,194.77,72,24.35,Regular
100828,2016-03-03,7,232.19,263,33.17,Regular
100829,2016-01-18,6,152.93,308,25.49,Regular
100830,2016-07-23,4,111.62,121,27.9,Regular
100831,2016-06-20,4,148.05,154,37.01,Regular
100832,2016-01-25,6,190.76,301,31.79,Regular
100833,2016-10-13,7,260.74,39,37.25,Regular
100834,2016-09-21,6,139.67,61,23.28,Regular
100835,2016-11-16,8,285.89,5,35.74,Regular
100836,2016-09-22,6,118.23,60,19.71,Regular
100837,2016-07-07,5,139.09,137,27.82,Regular
100838,2016-10-23,4,165.72,29,41.43,Regular
100839,2016-08-29,9,296.34,84,32.93,Regular
100840,2016-09-01,5,203.36,81,40.67,Regular
100841,2016-09-20,4,99.37,62,24.84,Regular
100842,2016-05-08,7,198.38,197,28.34,Regular
100843,2016-10-10,5,408.23,42,81.65,Regular
100844,2016-05-09,6,203.08,196,33.85,Regular
100845,2016-11-07,7,301.59,14,43.08,Regular
100846,2016-08-09,4,143.59,104,35.9,Regular
100847,2016-07-11,2,75.42,133,37.71,Occasional
100848,2016-09-15,4,76.61,67,19.15,Regular
100849,2014-02-09,1,26.77,1016,26.77,One-time
100850,2016-10-08,8,194.57,44,24.32,Regular
100851,2016-11-18,13,421.58,3,32.43,Frequent
100852,2016-05-03,6,222.35,202,37.06,Regular
100853,2016-11-09,7,271.57,12,38.8,Regular
100854,2016-03-25,4,141.73,241,35.43,Regular
100855,2016-08-17,5,408.14,96,81.63,Regular
100856,2016-10-16,7,153.01,36,21.86,Regular
100857,2016-11-14,4,139.84,7,34.96,Regular
100858,2016-10-04,10,331.07,48,33.11,Regular
100859,2016-07-18,9,549.45,126,61.05,Regular
100860,2016-06-07,7,187.8,167,26.83,Regular
100861,2016-09-01,4,154.13,81,38.53,Regular
100862,2014-12-17,2,34.73,705,17.36,Occasional
100863,2016-11-03,10,299.22,18,29.92,Regular
100864,2016-09-13,11,380.8,69,34.62,Frequent
100865,2016-11-18,7,196.46,3,28.07,Regular
100866,2016-10-05,5,81.33,47,16.27,Regular
100867,2016-10-30,6,164.6,22,27.43,Regular
100868,2016-07-12,9,306.84,132,34.09,Regular
100869,2016-06-10,9,295.74,164,32.86,Regular
100870,2016-11-09,10,356.78,12,35.68,Regular
100871,2016-04-03,4,76.73,232,19.18,Regular
100872,2016-06-18,3,52.64,156,17.55,Occasional
100873,2016-07-13,3,102.21,131,34.07,Occasional
100874,2016-11-07,11,348.1,14,31.65,Frequent
100875,2016-02-19,5,223.95,276,44.79,Regular
100876,2016-01-19,4,99.71,307,24.93,Regular
100877,2016-06-05,7,177.92,169,25.42,Regular
100878,2016-11-01,6,203.05,20,33.84,Regular
100879,2016-01-16,5,189.98,310,38.0,Regular
100880,2016-08-03,5,170.15,110,34.03,Regular
100881,2016-11-09,3,129.81,12,43.27,Occasional
100882,2016-01-23,3,66.42,303,22.14,Occasional
100883,2015-12-29,2,73.92,328,36.96,Occasional
100884,2016-08-01,13,386.55,112,29.73,Frequent
100885,2016-10-26,7,228.65,26,32.66,Regular
100886,2016-02-05,5,173.02,290,34.6,Regular
100887,2016-04-06,6,208.61,229,34.77,Regular
100888,2014-05-04,1,83.67,932,83.67,One-time
100889,2015-08-07,3,88.51,472,29.5,Occasional
100890,2016-02-07,4,157.14,288,39.28,Regular
100891,2016-03-01,4,171.97,265,42.99,Regular
100892,2016-08-27,4,163.31,86,40.83,Regular
100893,2016-09-26,5,171.98,56,34.4,Regular
100894,2016-07-01,8,421.73,143,52.72,Regular
100895,2015-11-10,6,149.54,377,24.92,Regular
100896,2016-10-08,9,270.59,44,30.07,Regular
100897,2015-12-13,4,96.81,344,24.2,Regular
100898,2016-09-26,4,203.48,56,50.87,Regular
100899,2015-12-20,7,271.93,337,38.85,Regular
100900,2016-09-26,4,115.89,56,28.97,Regular
100901,2016-03-13,2,126.34,253,63.17,Occasional
100902,2016-06-16,12,311.25,158,25.94,Frequent
100903,2016-05-27,5,164.4,178,32.88,Regular
100904,2016-05-23,7,351.12,182,50.16,Regular
100905,2016-07-20,4,166.11,124,41.53,Regular
100906,2016-10-15,4,82.29,37,20.57,Regular
100907,2016-08-12,5,242.44,101,48.49,Regular
100908,2016-03-22,4,167.64,244,41.91,Regular
100909,2015-12-09,7,257.55,348,36.79,Regular
100910,2014-03-21,1,14.43,976,14.43,One-time
100911,2016-10-20,7,259.6,32,37.09,Regular
100912,2016-03-19,2,22.29,247,11.14,Occasional
100913,2016-06-05,4,112.27,169,28.07,Regular
100914,2016-08-05,5,240.62,108,48.12,Regular
100915,2016-02-28,7,415.5,267,59.36,Regular
100916,2016-10-01,9,312.83,51,34.76,Regular
100917,2016-07-15,7,179.84,129,25.69,Regular
100918,2016-05-13,4,140.06,192,35.02,Regular
100919,2016-09-20,10,407.37,62,40.74,Regular
100920,2015-10-05,4,123.75,413,30.94,Regular
100921,2016-07-13,3,80.77,131,26.92,Occasional
100922,2016-07-20,6,139.42,124,23.24,Regular
100923,2015-12-19,2,44.07,338,22.04,Occasional
100924,2014-02-11,1,9.19,1014,9.19,One-time
100925,2016-06-01,6,254.25,173,42.38,Regular
100926,2016-09-17,7,266.19,65,38.03,Regular
100927,2016-08-29,7,429.41,84,61.34,Regular
100928,2016-09-22,8,383.95,60,47.99,Regular
100929,2015-08-26,1,21.87,453,21.87,One-time
100930,2016-07-14,9,285.53,130,31.73,Regular
100931,2016-06-26,3,76.36,148,25.45,Occasional
100932,2016-11-01,8,135.12,20,16.89,Regular
100933,2016-11-06,10,417.65,15,41.76,Regular
100934,2016-02-20,2,79.49,275,39.74,Occasional
100935,2016-08-14,11,492.45,99,44.77,Frequent
100936,2016-10-28,7,224.08,24,32.01,Regular
100937,2016-07-25,6,107.63,119,17.94,Regular
100938,2016-11-04,6,361.03,17,60.17,Regular
100939,2016-08-22,9,429.13,91,47.68,Regular
100940,2016-07-02,5,163.73,142,32.75,Regular
100941,2016-01-23,2,138.36,303,69.18,Occasional
100942,2015-09-03,4,188.05,445,47.01,Regular
100943,2016-02-23,1,28.56,272,28.56,One-time
100944,2016-10-19,3,64.02,33,21.34,Occasional
100945,2016-06-04,4,121.0,170,30.25,Regular
100946,2015-11-19,5,146.82,368,29.36,Regular
100947,2016-09-14,9,254.09,68,28.23,Regular
100948,2016-11-08,4,188.23,13,47.06,Regular
100949,2016-04-23,4,61.25,212,15.31,Regular
100950,2016-10-13,6,303.14,39,50.52,Regular
100951,2016-07-22,8,295.62,122,36.95,Regular
100952,2016-10-09,3,213.73,43,71.24,Occasional
100953,2016-09-10,9,452.8,72,50.31,Regular
100954,2016-10-11,5,139.29,41,27.86,Regular
100955,2016-01-14,3,43.05,312,14.35,Occasional
100956,2015-12-29,5,198.47,328,39.69,Regular
100957,2015-12-12,7,253.36,345,36.19,Regular
100958,2016-11-11,4,105.17,10,26.29,Regular
100959,2016-07-10,5,216.79,134,43.36,Regular
100960,2016-09-23,7,345.25,59,49.32,Regular
100961,2016-09-11,6,181.0,71,30.17,Regular
100962,2016-09-09,6,135.32,73,22.55,Regular
100963,2016-11-14,7,216.05,7,30.86,Regular
100964,2016-06-27,5,320.84,147,64.17,Regular
100965,2015-09-14,7,221.43,434,31.63,Regular
100966,2016-06-09,4,123.73,165,30.93,Regular
100967,2016-09-25,2,76.91,57,38.46,Occasional
100968,2016-06-04,4,104.65,170,26.16,Regular
100969,2016-07-09,9,172.78,135,19.2,Regular
100970,2016-09-30,7,207.17,52,29.6,Regular
100971,2016-09-16,2,54.81,66,27.4,Occasional
100972,2016-08-02,4,125.43,111,31.36,Regular
100973,2016-04-11,10,530.64,224,53.06,Regular
100974,2016-06-25,5,193.04,149,38.61,Regular
100975,2016-08-13,5,152.01,100,30.4,Regular
100976,2016-11-18,9,277.26,3,30.81,Regular
100977,2014-06-09,2,70.14,896,35.07,Occasional
100978,2015-06-06,5,109.45,534,21.89,Regular
100979,2016-10-24,4,156.53,28,39.13,Regular
100980,2016-08-03,6,418.92,110,69.82,Regular
100981,2016-11-10,7,364.39,11,52.06,Regular
100982,2016-07-24,4,99.8,120,24.95,Regular
100983,2016-06-15,7,239.28,159,34.18,Regular
100984,2016-08-13,4,119.89,100,29.97,Regular
100985,2016-11-07,5,208.0,14,41.6,Regular
100986,2016-10-31,10,356.56,21,35.66,Regular
100987,2016-10-03,7,195.88,49,27.98,Regular
100988,2016-10-19,5,145.32,33,29.06,Regular
100989,2016-08-11,9,201.01,102,22.33,Regular
100990,2016-04-23,7,327.72,212,46.82,Regular
100991,2015-11-15,3,68.22,372,22.74,Occasional
100992,2014-10-14,4,211.81,769,52.95,Regular
100993,2016-08-06,3,43.17,107,14.39,Occasional
100994,2016-10-05,9,244.96,47,27.22,Regular
100995,2016-08-29,7,336.34,84,48.05,Regular
100996,2014-01-10,1,110.31,1046,110.31,One-time
100997,2016-08-10,4,74.25,103,18.56,Regular
100998,2016-02-08,2,20.0,287,10.0,Occasional
100999,2015-03-02,3,125.81,630,41.94,Occasional
101000,2015-11-27,3,91.67,360,30.56,Occasional
101001,2016-10-12,10,450.41,40,45.04,Regular
101002,2015-09-03,6,284.66,445,47.44,Regular
101003,2015-12-06,5,148.72,351,29.74,Regular
101004,2016-01-20,5,122.68,306,24.54,Regular
